标签,疾病名字,top3,top5,top8,top10,备注：该类别训练样本数
3088.0,溃疡性结肠炎伴出血,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
3089.0,溃疡性结肠炎性关节病,1.0(39/39),1.0(39/39),1.0(39/39),1.0(39/39),2
3090.0,溶血-尿毒综合征,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),3
3091.0,溶血性贫血,0.5(15/30),0.66(20/30),0.73(22/30),0.73(22/30),25
3092.0,滋养细胞病,0.54(13/24),0.54(13/24),0.54(13/24),0.54(13/24),5
3093.0,滑囊炎,0.0(0/30),1.0(30/30),1.0(30/30),1.0(30/30),1
3094.0,滑石尘肺,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),10
3095.0,滑膜囊肿,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),13
3096.0,滑膜良性肿瘤,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),1
3097.0,滤泡性非霍奇金淋巴瘤,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
3098.0,滤泡性非霍奇金淋巴瘤1级,1.0(44/44),1.0(44/44),1.0(44/44),1.0(44/44),1
3099.0,滤泡性非霍奇金淋巴瘤2级,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
3100.0,滤泡性非霍奇金淋巴瘤3级,0.67(19/28),0.67(19/28),0.67(19/28),0.67(19/28),2
3101.0,滤泡淋巴瘤,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
3102.0,滴状银屑病,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3103.0,漏斗骨盆[骨盆出口狭窄引起胎盆不称],0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),124
3104.0,潜伏期延长,0.0(0/35),0.0(0/35),0.0(0/35),0.14(5/35),14
3105.0,激素失调,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),1
3106.0,激素性白内障,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),15
3107.0,激素性青光眼,0.0(0/29),0.0(0/29),0.0(0/29),0.48(14/29),3
3108.0,炎性肠病,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
3109.0,炎症后肺间质纤维化,0.52(18/34),0.52(18/34),0.52(18/34),0.52(18/34),16
3110.0,炎症性损毁肺,0.95(22/23),0.95(22/23),0.95(22/23),0.95(22/23),7
3111.0,烟雾病[脑底异常血管网病],0.37(10/27),0.59(16/27),0.59(16/27),0.59(16/27),9
3112.0,热带性肺嗜酸性粒细胞增多症,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
3113.0,热性惊厥,0.96(28/29),1.0(29/29),1.0(29/29),1.0(29/29),15
3114.0,焦油性黑变病,0.51(19/37),0.78(29/37),0.78(29/37),0.78(29/37),5
3115.0,焦虑状态,0.41(12/29),0.41(12/29),0.44(13/29),0.51(15/29),39
3116.0,焦虑障碍,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
3117.0,煤工尘肺,0.75(21/28),0.89(25/28),1.0(28/28),1.0(28/28),520
3118.0,爆震性聋,0.0(0/32),0.0(0/32),0.43(14/32),0.65(21/32),3
3119.0,牙周病,0.0(0/25),0.0(0/25),0.0(0/25),0.0(0/25),3
3120.0,牙周脓肿,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3121.0,牙槽脓肿,0.43(13/30),0.43(13/30),0.43(13/30),0.43(13/30),2
3122.0,牙槽骨骨折,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),1
3123.0,牙龈瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),2
3124.0,牵拉性视网膜脱离,0.53(14/26),0.53(14/26),0.53(14/26),0.53(14/26),9
3125.0,特发性心房颤动,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
3126.0,特发性息肉样脉络膜血管病变,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),3
3127.0,特发性无菌性骨坏死,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
3128.0,特发性甲状旁腺功能减退,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
3129.0,特发性突聋,0.34(9/26),0.42(11/26),0.53(14/26),0.57(15/26),28
3130.0,特发性肺动脉高压,0.73(17/23),0.91(21/23),0.91(21/23),0.91(21/23),28
3131.0,特发性肺含铁血黄素沉积症,0.45(16/35),0.45(16/35),0.45(16/35),0.45(16/35),2
3132.0,特发性肺间质纤维化,0.26(9/34),0.29(10/34),0.38(13/34),0.41(14/34),170
3133.0,特发性脊柱侧弯,0.12(4/31),0.12(4/31),0.12(4/31),0.12(4/31),53
3134.0,特发性血小板减少性紫癜,0.28(8/28),0.35(10/28),0.39(11/28),0.57(16/28),31
3135.0,特发性血小板增多,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
3136.0,特发性骨质疏松伴病理性骨折,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
3137.0,特应性皮炎,0.76(23/30),0.76(23/30),1.0(30/30),1.0(30/30),7
3138.0,特指多种心律失常,0.73(17/23),0.73(17/23),0.73(17/23),0.73(17/23),4
3139.0,特纳综合征[Turner综合征],0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
3140.0,狼疮性心包炎,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
3141.0,狼疮性浆膜炎,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
3142.0,狼疮性肝损害,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
3143.0,狼疮性肺炎,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
3144.0,狼疮性肺病变,0.84(27/32),0.84(27/32),0.84(27/32),0.84(27/32),4
3145.0,狼疮性肾损害,0.48(15/31),0.48(15/31),0.48(15/31),0.74(23/31),4
3146.0,狼疮性肾炎,0.17(5/28),0.21(6/28),0.42(12/28),0.46(13/28),111
3147.0,狼疮性脂膜炎,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
3148.0,狼疮性脑病,0.38(12/31),0.38(12/31),0.48(15/31),0.48(15/31),13
3149.0,狼疮累及胃肠道,0.85(30/35),0.85(30/35),0.85(30/35),0.85(30/35),5
3150.0,猝死,0.58(18/31),0.58(18/31),1.0(31/31),1.0(31/31),2
3151.0,玫瑰糠疹,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
3152.0,环杓关节脱位,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),2
3153.0,玻璃体内晶状体皮质残留,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),3
3154.0,玻璃体切除术后视网膜脱离,0.0(0/29),0.0(0/29),0.0(0/29),0.34(10/29),3
3155.0,玻璃体变性,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
3156.0,玻璃体机化,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
3157.0,玻璃体混浊,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),25
3158.0,玻璃体疝,0.0(0/23),0.0(0/23),1.0(23/23),1.0(23/23),1
3159.0,玻璃体积血,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),302
3160.0,玻璃体黄斑牵拉综合征,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),6
3161.0,珍贵儿,0.44(16/36),0.44(16/36),0.44(16/36),0.44(16/36),2
3162.0,球后视神经炎,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),5
3163.0,甲型H1N1流感,0.3(9/30),0.43(13/30),0.46(14/30),0.46(14/30),60
3164.0,甲型病毒性肝炎,1.0(42/42),1.0(42/42),1.0(42/42),1.0(42/42),2
3165.0,甲状旁腺功能亢进,0.5(14/28),0.5(14/28),0.5(14/28),0.5(14/28),4
3166.0,甲状旁腺功能减退,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),2
3167.0,甲状旁腺囊肿,0.27(6/22),0.27(6/22),0.54(12/22),0.54(12/22),6
3168.0,甲状旁腺增生,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),3
3169.0,甲状旁腺异位,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
3170.0,甲状旁腺恶性肿瘤,0.42(12/28),0.42(12/28),0.42(12/28),0.42(12/28),5
3171.0,甲状旁腺良性肿瘤,0.03(1/27),0.07(2/27),0.07(2/27),0.07(2/27),50
3172.0,甲状腺功能亢进性周期性瘫痪[甲亢性周期性麻痹],1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),4
3173.0,甲状腺功能亢进性突眼症,0.38(15/39),0.38(15/39),0.38(15/39),0.38(15/39),4
3174.0,甲状腺功能亢进症,0.53(14/26),0.53(14/26),0.53(14/26),0.53(14/26),70
3175.0,甲状腺功能亢进症合并周期性麻痹,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
3176.0,甲状腺功能减退,0.37(11/29),0.37(11/29),0.48(14/29),0.51(15/29),43
3177.0,甲状腺功能减退性肌病,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
3178.0,甲状腺功能异常,0.65(15/23),0.65(15/23),0.65(15/23),0.65(15/23),3
3179.0,甲状腺功能正常的病态综合征,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
3180.0,甲状腺危象,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
3181.0,甲状腺囊肿,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),12
3182.0,甲状腺囊肿出血,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
3183.0,甲状腺恶性肿瘤,0.0(0/40),0.0(0/40),0.0(0/40),0.0(0/40),544
3184.0,甲状腺机能亢进性突眼症,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
3185.0,甲状腺毒症伴毒性多结节性甲状腺肿,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),2
3186.0,甲状腺炎,0.18(5/27),0.18(5/27),0.44(12/27),0.44(12/27),4
3187.0,甲状腺炎性包块,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
3188.0,甲状腺相关性肺动脉高压,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
3189.0,甲状腺继发恶性肿瘤,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3190.0,甲状腺肿,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
3191.0,甲状腺肿物,0.0(0/25),0.12(3/25),0.16(4/25),0.36(9/25),103
3192.0,甲状腺良性肿瘤,0.0(0/30),0.0(0/30),0.0(0/30),0.06(2/30),130
3193.0,甲状腺钙化,0.0(0/27),0.0(0/27),0.0(0/27),0.0(0/27),1
3194.0,甲状舌管良性肿瘤,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),1
3195.0,甲胎蛋白异常,0.59(19/32),0.59(19/32),0.59(19/32),0.59(19/32),2
3196.0,甲醇中毒,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3197.0,电击伤,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
3198.0,电焊工尘肺,0.61(21/34),0.70(24/34),0.73(25/34),0.73(25/34),14
3199.0,电解质紊乱,0.67(19/28),0.78(22/28),0.78(22/28),0.78(22/28),6
3200.0,男性不育症,0.0(0/24),0.0(0/24),0.0(0/24),0.0(0/24),5
3201.0,男性乳腺发育,0.62(18/29),0.62(18/29),0.62(18/29),0.62(18/29),2
3202.0,男性勃起障碍,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),11
3203.0,男性性腺功能低下,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),1
3204.0,男性生殖器皮脂腺囊肿,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
3205.0,男性生殖器血管瘤,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),1
3206.0,男性盆腔脓肿,0.13(5/37),0.13(5/37),0.13(5/37),0.32(12/37),5
3207.0,疖肿病,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
3208.0,疣状胃(胃窦)炎,0.31(9/29),0.31(9/29),0.37(11/29),0.37(11/29),34
3209.0,疱疹性齿龈口腔炎,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
3210.0,疱疹样脓疱病,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
3211.0,疱疹病毒性睑皮炎,1.0(17/17),1.0(17/17),1.0(17/17),1.0(17/17),1
3212.0,疱疹病毒性葡萄膜炎,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),2
3213.0,疼痛,0.0(0/34),0.0(0/34),0.0(0/34),1.0(34/34),1
3214.0,疾病相关性肺动脉高压,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
3215.0,病态性肥胖,0.5(18/36),0.5(18/36),0.5(18/36),0.5(18/36),3
3216.0,病态窦房结综合征,0.59(13/22),0.63(14/22),0.90(20/22),0.90(20/22),121
3217.0,病毒性上呼吸道感染,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),3
3218.0,病毒性心肌炎,0.83(25/30),0.83(25/30),0.83(25/30),0.83(25/30),8
3219.0,病毒性感冒,1.0(36/36),1.0(36/36),1.0(36/36),1.0(36/36),1
3220.0,病毒性皮疹,1.0(37/37),1.0(37/37),1.0(37/37),1.0(37/37),1
3221.0,病毒性肝炎,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3222.0,病毒性肝炎乙型急性重型,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
3223.0,病毒性肝炎乙型慢性重型,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
3224.0,病毒性肝炎戊型急性无黄疸型,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
3225.0,病毒性肝炎戊型急性黄疸型,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
3226.0,病毒性肝炎甲型急性黄疸型,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
3227.0,病毒性肠炎,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
3228.0,病毒性肺炎,0.88(16/18),0.94(17/18),1.0(18/18),1.0(18/18),72
3229.0,病毒性脑炎,0.12(4/31),0.12(4/31),0.16(5/31),0.22(7/31),81
3230.0,病毒性脑膜炎,0.28(10/35),0.34(12/35),0.4(14/35),0.4(14/35),45
3231.0,病毒性脑膜脑炎,0.82(23/28),0.82(23/28),0.85(24/28),0.85(24/28),32
3232.0,病毒性角膜溃疡,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
3233.0,病毒感染,0.0(0/30),0.0(0/30),0.03(1/30),0.03(1/30),203
3234.0,病理性骨折,0.0(0/40),0.0(0/40),0.0(0/40),0.07(3/40),25
3235.0,症状性淋巴细胞增多,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
3236.0,症状性癫痫[继发性癫痫],0.20(7/34),0.23(8/34),0.23(8/34),0.26(9/34),81
3237.0,痔,0.22(6/27),0.22(6/27),0.22(6/27),0.22(6/27),7
3238.0,痛性周围神经病,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),1
3239.0,痛性眼肌麻痹,0.18(6/33),0.18(6/33),0.27(9/33),0.36(12/33),38
3240.0,痛经,0.56(18/32),0.56(18/32),0.56(18/32),0.56(18/32),2
3241.0,痛风,0.43(13/30),0.53(16/30),0.6(18/30),0.6(18/30),101
3242.0,痛风性关节炎,0.11(4/34),0.17(6/34),0.26(9/34),0.26(9/34),229
3243.0,痛风性肾病,0.51(14/27),0.51(14/27),1.0(27/27),1.0(27/27),2
3244.0,痛风石,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),5
3245.0,痛风结节,0.6(12/20),0.6(12/20),1.0(20/20),1.0(20/20),4
3246.0,痣,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),8
3247.0,痴呆,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),5
3248.0,瘀斑,1.0(40/40),1.0(40/40),1.0(40/40),1.0(40/40),1
3249.0,瘢痕子宫,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),14
3250.0,瘢痕感染,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),1
3251.0,瘢痕挛缩,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
3252.0,瘢痕疙瘩,0.0(0/44),0.0(0/44),0.0(0/44),0.0(0/44),4
3253.0,癌性心包积液,1.0(17/17),1.0(17/17),1.0(17/17),1.0(17/17),4
3254.0,癔症样发作,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),1
3255.0,癫痫,0.05(2/36),0.05(2/36),0.05(2/36),0.05(2/36),43
3256.0,癫痫大发作[全身强直-阵挛性发作],0.48(19/39),0.48(19/39),0.48(19/39),0.48(19/39),4
3257.0,癫痫小发作[典型失神发作],1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),2
3258.0,癫痫持续状态,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),2
3259.0,登革热,1.0(18/18),1.0(18/18),1.0(18/18),1.0(18/18),1
3260.0,白内障,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),120
3261.0,白塞病[behcet病],0.5(13/26),0.65(17/26),0.73(19/26),0.73(19/26),54
3262.0,白细胞减少,0.25(8/31),0.25(8/31),0.25(8/31),0.25(8/31),17
3263.0,白细胞减少症,0.68(17/25),0.68(17/25),0.68(17/25),0.68(17/25),5
3264.0,白细胞增多,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),2
3265.0,白血病,0.42(14/33),0.42(14/33),0.42(14/33),0.42(14/33),2
3266.0,皮下出血,0.0(0/27),0.0(0/27),0.0(0/27),0.0(0/27),1
3267.0,皮下囊肿,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),9
3268.0,皮下结节,0.22(7/31),0.22(7/31),0.22(7/31),0.22(7/31),3
3269.0,皮下继发恶性肿瘤,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),2
3270.0,皮下脂肪瘤,0.0(0/27),0.0(0/27),0.18(5/27),0.18(5/27),8
3271.0,皮下钙化,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),1
3272.0,皮内痣,0.0(0/25),0.0(0/25),0.04(1/25),0.04(1/25),10
3273.0,皮层下动脉硬化性脑病,1.0(18/18),1.0(18/18),1.0(18/18),1.0(18/18),25
3274.0,皮炎,0.69(27/39),1.0(39/39),1.0(39/39),1.0(39/39),3
3275.0,皮瓣移植状态,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),2
3276.0,皮疹,0.27(9/33),0.27(9/33),0.27(9/33),0.27(9/33),3
3277.0,皮癣菌疹,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3278.0,皮肌炎,0.46(15/32),0.53(17/32),0.53(17/32),0.53(17/32),63
3279.0,皮肌炎性周围神经病,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
3280.0,皮肤原位癌,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
3281.0,皮肤感染,0.23(9/38),0.26(10/38),0.26(10/38),0.26(10/38),24
3282.0,皮肤感染性窦道,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),4
3283.0,皮肤感觉异常,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),1
3284.0,皮肤挫伤,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
3285.0,皮肤淀粉样变性,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),2
3286.0,皮肤淋巴瘤,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
3287.0,皮肤溃疡,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
3288.0,皮肤病性淋巴结炎,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
3289.0,皮肤瘘管,0.61(19/31),0.61(19/31),0.61(19/31),0.61(19/31),2
3290.0,皮肤红斑狼疮,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
3291.0,皮肤纤维瘤,0.40(13/32),0.40(13/32),0.40(13/32),0.40(13/32),3
3292.0,皮肤结核,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
3293.0,皮肤肿物,0.07(2/28),0.17(5/28),0.32(9/28),0.35(10/28),34
3294.0,皮肤良性肿瘤,0.65(15/23),0.65(15/23),0.65(15/23),0.65(15/23),3
3295.0,皮肤色素沉着,0.0(0/37),0.0(0/37),0.0(0/37),1.0(37/37),1
3296.0,皮肤血管炎,0.68(20/29),0.68(20/29),0.68(20/29),0.68(20/29),4
3297.0,皮肤血管瘤,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),1
3298.0,皮脂囊肿,0.10(3/29),0.10(3/29),0.10(3/29),0.10(3/29),24
3299.0,皮脂腺增生,0.33(11/33),0.33(11/33),0.33(11/33),0.33(11/33),4
3300.0,皮脂腺痣,0.0(0/45),0.0(0/45),0.0(0/45),0.0(0/45),1
3301.0,皮角,0.44(15/34),0.44(15/34),0.44(15/34),0.44(15/34),2
3302.0,皮质性老年性白内障,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),4
3303.0,皮质醇增多症[库欣综合征],0.94(18/19),0.94(18/19),0.94(18/19),1.0(19/19),9
3304.0,盂唇损伤,0.48(12/25),1.0(25/25),1.0(25/25),1.0(25/25),2
3305.0,盆底肌痉挛综合征,0.15(6/39),0.23(9/39),0.23(9/39),0.23(9/39),12
3306.0,盆腔交界性肿瘤,0.24(9/37),0.24(9/37),0.24(9/37),0.24(9/37),5
3307.0,盆腔内广泛性肿块,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
3308.0,盆腔动静脉瘘,0.0(0/31),0.0(0/31),0.35(11/31),0.35(11/31),4
3309.0,盆腔包裹性积液,0.08(3/37),0.08(3/37),0.08(3/37),0.08(3/37),9
3310.0,盆腔囊肿,0.32(10/31),0.32(10/31),0.32(10/31),0.32(10/31),9
3311.0,盆腔子宫内膜异位症,0.61(16/26),0.61(16/26),0.73(19/26),0.80(21/26),31
3312.0,盆腔恶性肿瘤,0.16(5/30),0.26(8/30),0.26(8/30),0.3(9/30),20
3313.0,盆腔感染综合征,0.51(16/31),0.51(16/31),0.51(16/31),0.51(16/31),2
3314.0,盆腔淋巴结继发恶性肿瘤,0.77(17/22),0.77(17/22),0.77(17/22),0.77(17/22),4
3315.0,盆腔炎性肿物,0.95(22/23),0.95(22/23),0.95(22/23),0.95(22/23),9
3316.0,盆腔痛,0.54(12/22),0.54(12/22),0.68(15/22),0.68(15/22),8
3317.0,盆腔结缔组织恶性肿瘤,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
3318.0,盆腔继发恶性肿瘤,0.21(7/33),0.21(7/33),0.21(7/33),0.42(14/33),11
3319.0,盆腔肿物,0.03(1/30),0.06(2/30),0.13(4/30),0.23(7/30),81
3320.0,盆腔脂肪瘤,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
3321.0,盆腔脓肿,0.75(18/24),0.75(18/24),0.87(21/24),0.87(21/24),7
3322.0,盆腔腹膜恶性肿瘤,0.22(8/35),0.22(8/35),0.22(8/35),0.22(8/35),4
3323.0,盆腔良性肿瘤,0.29(8/27),0.29(8/27),0.29(8/27),0.29(8/27),9
3324.0,盆腔血管瘤,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
3325.0,盆骨继发恶性肿瘤,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
3326.0,盖氏骨折,0.22(7/31),0.22(7/31),0.22(7/31),0.22(7/31),4
3327.0,盘状狼疮,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
3328.0,盲管瘘,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
3329.0,盲肠及升结肠恶性肿瘤,0.24(8/33),0.24(8/33),0.24(8/33),0.24(8/33),6
3330.0,盲肠恶性肿瘤,0.20(7/34),0.20(7/34),0.20(7/34),0.20(7/34),11
3331.0,盲肠炎,0.5(17/34),0.5(17/34),0.5(17/34),0.5(17/34),5
3332.0,盲肠良性肿瘤,0.44(12/27),0.44(12/27),0.44(12/27),0.44(12/27),6
3333.0,直立性低血压,0.5(19/38),0.5(19/38),0.5(19/38),0.5(19/38),2
3334.0,直肠乙状结肠炎,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),3
3335.0,直肠乙状结肠连接部恶性肿瘤,0.10(4/37),0.10(4/37),0.10(4/37),0.10(4/37),23
3336.0,直肠乙状结肠连接部继发恶性肿瘤,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),1
3337.0,直肠乙状结肠连接部良性肿瘤,0.09(3/33),0.09(3/33),0.09(3/33),0.09(3/33),12
3338.0,直肠交界性肿瘤,0.30(7/23),0.30(7/23),0.30(7/23),0.30(7/23),19
3339.0,直肠内异物,0.0(0/32),0.0(0/32),0.18(6/32),0.18(6/32),4
3340.0,直肠前突,0.09(3/33),0.09(3/33),0.15(5/33),0.27(9/33),22
3341.0,直肠占位性病变,0.07(2/27),0.25(7/27),0.48(13/27),0.48(13/27),6
3342.0,直肠原位癌,0.09(3/33),0.36(12/33),0.36(12/33),0.36(12/33),8
3343.0,直肠及结肠恶性肿瘤,0.39(13/33),0.39(13/33),0.39(13/33),0.39(13/33),3
3344.0,直肠子宫内膜异位,0.61(19/31),0.61(19/31),0.61(19/31),0.61(19/31),2
3345.0,直肠子宫凹子宫内膜异位症,0.48(12/25),0.48(12/25),0.48(12/25),0.48(12/25),3
3346.0,直肠息肉,0.08(2/25),0.08(2/25),0.08(2/25),0.08(2/25),92
3347.0,直肠恶性肿瘤,0.03(1/28),0.07(2/28),0.10(3/28),0.17(5/28),617
3348.0,直肠损伤,0.0(0/26),0.0(0/26),0.0(0/26),0.0(0/26),2
3349.0,直肠淋巴瘤,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),1
3350.0,直肠溃疡,0.0(0/30),0.33(10/30),0.56(17/30),0.56(17/30),3
3351.0,直肠炎,0.33(10/30),0.36(11/30),0.36(11/30),0.36(11/30),15
3352.0,直肠狭窄,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),22
3353.0,直肠瘘,0.75(24/32),0.75(24/32),0.75(24/32),0.75(24/32),2
3354.0,直肠癌伴出血,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
3355.0,直肠破裂,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),3
3356.0,直肠穿孔,0.84(16/19),0.84(16/19),0.84(16/19),0.84(16/19),7
3357.0,直肠继发恶性肿瘤,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
3358.0,直肠肿物,0.26(6/23),0.39(9/23),0.60(14/23),0.78(18/23),16
3359.0,直肠脓肿,0.0(0/23),0.0(0/23),0.0(0/23),0.0(0/23),1
3360.0,直肠脱垂,0.0(0/34),0.0(0/34),0.05(2/34),0.05(2/34),11
3361.0,直肠膀胱阴道瘘,0.54(12/22),0.54(12/22),1.0(22/22),1.0(22/22),2
3362.0,直肠良性肿瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),156
3363.0,直肠阴道瘘,0.28(8/28),0.28(8/28),0.28(8/28),0.28(8/28),5
3364.0,直肠阴道隔子宫内膜异位症,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),1
3365.0,直肠黏膜脱垂,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),1
3366.0,相对头盆不称引起的梗阻性分娩,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),48
